pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_tmag,sy_kepmag,sy_gaiamag,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-1165 b,Kepler-1165,Gaia DR3 2106208363750121728,Gaia DR2 2106208363750121728,TIC 158326744,,286.9712284,44.7082669,14.521,13.362,13.07,13.9708,14.456,14.3923,6080.0,4.34,0.05,1.13,1.18,,0.55152,3.24,1.36,-1.46,,9.478522,1.55,6.223,Kepler,2016,Kepler
KOI-13 b,KOI-13,Gaia DR3 2130632159136095104,Gaia DR2 2130632159134827392,TIC 158324245,,286.9713876,46.8682463,9.791,9.466,9.425,10.2306,9.958,10.3678,7650.0,4.2,0.2,1.72,1.74,,0.971,1.12,0.13,-0.07,,1.763588,16.948008,3.16877,Kepler,2011,Kepler
Kepler-229 c,Kepler-229,Gaia DR3 2131114947819394816,Gaia DR2 2131114947819394816,TIC 399912169,,286.9994758,48.3757867,16.22,14.363,13.785,15.2154,15.841,15.8265,5120.0,4.633,0.06,0.808,0.728,,-0.53795,2.04,3.45,-1.48,,16.068638,4.92,3.546,Kepler,2014,Kepler
Kepler-229 b,Kepler-229,Gaia DR3 2131114947819394816,Gaia DR2 2131114947819394816,TIC 399912169,,286.9994758,48.3757867,16.22,14.363,13.785,15.2154,15.841,15.8265,5120.0,4.633,0.06,0.808,0.728,,-0.53795,2.04,3.45,-1.48,,6.252972,2.2,2.64,Kepler,2014,Kepler
Kepler-229 d,Kepler-229,Gaia DR3 2131114947819394816,Gaia DR2 2131114947819394816,TIC 399912169,,286.9994758,48.3757867,16.22,14.363,13.785,15.2154,15.841,15.8265,5120.0,4.633,0.06,0.808,0.728,,-0.53795,2.04,3.45,-1.48,,41.194912,3.85,5.02,Kepler,2014,Kepler
Kepler-1337 b,Kepler-1337,Gaia DR3 2130628757521503104,Gaia DR2 2130628757521503104,TIC 158324326,,287.0091176,46.7961229,16.21,14.095,13.294,15.0883,15.858,15.8169,4523.0,4.64,-0.09,0.7,0.67,,-0.74221,4.27,6.06,-2.48,,24.4002549,2.41,2.875,Kepler,2016,Kepler
Kepler-59 b,Kepler-59,Gaia DR3 2130625287187139072,Gaia DR2 2130625287187139072,TIC 158393923,,287.0394932,46.6401677,14.467,13.253,12.928,13.8637,14.307,14.2786,6074.0,4.51,-0.2,1.04,0.94,,0.32374,0.26,0.92,-0.92,,11.8681707,1.1,5.977,Kepler,2012,Kepler
Kepler-59 c,Kepler-59,Gaia DR3 2130625287187139072,Gaia DR2 2130625287187139072,TIC 158393923,,287.0394932,46.6401677,14.467,13.253,12.928,13.8637,14.307,14.2786,6074.0,4.51,-0.2,1.04,0.94,,0.32374,0.26,0.92,-0.92,,17.9801235,1.98,4.1249,Kepler,2012,Kepler
Kepler-475 b,Kepler-475,Gaia DR3 2100597143598879616,Gaia DR2 2100597143598879616,TIC 121108727,,287.051694,40.2114232,13.512,11.821,11.241,12.6882,13.341,13.3163,5009.0,4.58,0.21,0.86,0.79,,-0.46424,2.69,1.9,-1.19,,3.105508189,2.49,1.721,Kepler,2016,Kepler
Kepler-834 b,Kepler-834,Gaia DR3 2106246984096567552,Gaia DR2 2106246984096567552,TIC 158392088,,287.0544674,45.1803351,16.211,14.167,13.484,15.2036,15.931,15.9285,4554.0,4.64,-0.13,0.7,0.66,,-0.7453,2.69,4.76,-1.31,,13.32388301,2.02,3.2768,Kepler,2016,Kepler
Kepler-846 b,Kepler-846,Gaia DR3 2131294885469721984,Gaia DR2 2131294885469721984,TIC 399911496,,287.0570731,49.0460112,15.684,14.423,13.978,15.1044,15.65,15.6041,5579.0,4.5,0.0,0.94,0.91,,-0.21715,4.37,5.16,-2.67,,19.80792185,2.48,3.524,Kepler,2016,Kepler
Kepler-1227 b,Kepler-1227,Gaia DR3 2102431713108873216,Gaia DR2 2102431713108873216,TIC 121113728,,287.0664109,41.8749712,14.276,12.963,12.507,13.6907,14.183,14.1758,5747.0,4.47,-0.04,0.97,0.95,,-0.15834,4.17,3.58,-2.47,,94.2887577,2.29,4.144,Kepler,2016,Kepler
Kepler-1344 b,Kepler-1344,Gaia DR3 2130637038217686784,Gaia DR2 2130637038217686784,TIC 158394286,,287.0862799,46.9457998,14.192,12.961,12.633,13.6036,14.083,14.0269,5981.0,4.37,0.06,1.09,1.13,,0.14599,3.63,1.68,-1.86,,4.7683049,1.84,3.2517,Kepler,2016,Kepler
Kepler-1950 b,Kepler-1950,Gaia DR3 2105573945541164544,Gaia DR2 2105573945541164544,TIC 158388625,,287.0874563,42.6686537,14.845,13.2,12.679,14.0116,14.587,14.5569,5455.0,4.457,-0.34,0.759,0.852,,-0.22345,,,,,10.77690029,1.52696349,2.616,Kepler,2021,Kepler
Kepler-518 b,Kepler-518,Gaia DR3 2100906140725803392,Gaia DR2 2100906140725803392,TIC 121112251,,287.090019,41.3737576,12.573,11.472,11.109,12.0833,12.549,12.5097,5842.0,4.53,-0.23,0.96,0.88,,-0.04002,1.35,0.47,-0.24,,8.512035877,2.11,2.1916,Kepler,2016,Kepler
Kepler-1728 b,Kepler-1728,Gaia DR3 2100378478222060032,Gaia DR2 2100378478222060032,TIC 121085785,,287.0940046,39.0607801,15.279,13.643,13.203,14.4742,15.119,15.084,5170.0,4.574,0.18,0.891,0.807,,-0.41612,12.8,3.9,-3.9,,4.782999992,2.95501875,2.3788,Kepler,2021,Kepler
Kepler-178 c,Kepler-178,Gaia DR3 2130634667395736704,Gaia DR2 2130634667395736704,TIC 158394235,,287.1010275,46.8964033,14.876,13.28,12.899,14.072,14.598,14.5782,5676.0,4.334,-0.04,0.852,1.066,,-0.20778,9.12,2.63,-2.95,,20.552802,2.88,2.205,Kepler,2014,Kepler
Kepler-178 b,Kepler-178,Gaia DR3 2130634667395736704,Gaia DR2 2130634667395736704,TIC 158394235,,287.1010275,46.8964033,14.876,13.28,12.899,14.072,14.598,14.5782,5676.0,4.334,-0.04,0.852,1.066,,-0.20778,9.12,2.63,-2.95,,9.576694,2.9,3.377,Kepler,2014,Kepler
Kepler-178 d,Kepler-178,Gaia DR3 2130634667395736704,Gaia DR2 2130634667395736704,TIC 158394235,,287.1010275,46.8964033,14.876,13.28,12.899,14.072,14.598,14.5782,5676.0,4.334,-0.04,0.852,1.066,,-0.20778,9.12,2.63,-2.95,,96.678988,3.95,6.276,Kepler,2014,Kepler
Kepler-1137 b,Kepler-1137,Gaia DR3 2131213903865285760,Gaia DR2 2131213903865285760,TIC 399913391,,287.1302407,48.665347,12.827,11.917,11.699,12.3751,12.768,12.6907,6807.0,4.08,0.05,1.5,1.84,,0.75429,1.58,0.36,-0.27,,23.9210791,2.2,4.692,Kepler,2016,Kepler
Kepler-491 b,Kepler-491,Gaia DR3 2102468134431912064,Gaia DR2 2102468134431912064,TIC 158388163,,287.1305782,42.3501533,14.178,12.746,12.354,13.4584,14.014,13.9616,5582.0,4.42,0.37,1.04,1.03,,-0.05683,4.47,2.26,-2.43,,4.225384512,8.92,2.81829,Kepler,2016,Kepler
Kepler-1605 b,Kepler-1605,Gaia DR3 2130676478898097792,Gaia DR2 2130676478898097792,TIC 158394902,,287.1349405,47.4886251,12.592,11.064,10.587,11.8781,12.429,12.4129,5280.0,4.55,-0.01,0.86,0.82,,0.42869,4.68,6.16,-2.91,,85.7565495,1.08,5.802,Kepler,2016,Kepler
Kepler-334 d,Kepler-334,Gaia DR3 2130661880308812800,Gaia DR2 2130661880308812800,TIC 158394479,,287.1406177,47.1151153,12.834,11.71,11.409,12.3108,12.776,12.73,5828.0,4.385,-0.012,1.022,1.068,,0.05556,2.75,1.82,-1.52,,25.09849,1.41,2.767,Kepler,2014,Kepler
Kepler-334 c,Kepler-334,Gaia DR3 2130661880308812800,Gaia DR2 2130661880308812800,TIC 158394479,,287.1406177,47.1151153,12.834,11.71,11.409,12.3108,12.776,12.73,5828.0,4.385,-0.012,1.022,1.068,,0.05556,2.75,1.82,-1.52,,12.758005,1.43,4.088,Kepler,2014,Kepler
Kepler-334 b,Kepler-334,Gaia DR3 2130661880308812800,Gaia DR2 2130661880308812800,TIC 158394479,,287.1406177,47.1151153,12.834,11.71,11.409,12.3108,12.776,12.73,5828.0,4.385,-0.012,1.022,1.068,,0.05556,2.75,1.82,-1.52,,5.470319,1.12,3.041,Kepler,2014,Kepler
Kepler-1850 b,Kepler-1850,Gaia DR3 2106001651264391040,Gaia DR2 2106001651264391040,TIC 158389981,,287.1428295,43.6161177,14.44,12.256,11.562,13.3448,14.131,14.0882,4239.0,4.667,-0.22,0.611,0.6,,-0.81005,13.8,3.6,-3.6,,1.385800004,0.72909663,1.6449,Kepler,2021,Kepler
Kepler-700 b,Kepler-700,Gaia DR3 2102411578301719808,Gaia DR2 2102411578301719808,TIC 121114997,,287.154224,41.5657775,15.202,13.935,13.569,14.6754,15.201,15.1916,5692.0,4.47,0.04,0.98,0.96,,0.22961,4.37,4.03,-2.63,,80.8720639,5.99,11.114,Kepler,2016,Kepler
Kepler-799 c,Kepler-799,,,TIC 158419284,,287.1748966,44.8784754,15.166,13.969,13.524,14.66,15.12,,5588.0,4.047,0.14,1.031,1.593,,0.349,0.5,2.6,-2.6,,15.19419956,2.78068551,3.106,Kepler,2021,Kepler
Kepler-799 b,Kepler-799,,,TIC 158419284,,287.1748966,44.8784754,15.166,13.969,13.524,14.66,15.12,,5681.0,4.49,-0.07,0.95,0.93,,-0.09,3.98,4.24,-2.33,,133.4605235,6.88,11.611,Kepler,2016,Kepler
Kepler-1898 b,Kepler-1898,Gaia DR3 2099597408349457024,Gaia DR2 2099597408349457024,TIC 121124617,,287.2058009,38.4981903,13.387,11.989,11.532,12.6832,12.994,13.1697,5702.0,4.258,-0.28,0.837,1.125,,-0.23539,13.18,0.62,-0.88,,4.765620232,0.93353523,2.165,Kepler,2021,Kepler
Kepler-543 b,Kepler-543,Gaia DR3 2099620777272914944,Gaia DR2 2099620777272914944,TIC 121123361,,287.2187273,38.8625366,13.598,11.731,11.089,12.7023,13.577,13.3744,4671.0,4.63,-0.19,0.7,0.67,,-0.64251,5.75,6.3,-4.27,,13.89961966,2.5,3.5633,Kepler,2016,Kepler
Kepler-1464 b,Kepler-1464,Gaia DR3 2099619059285601280,Gaia DR2 2099619059285601280,TIC 121123737,,287.2356828,38.7540824,14.358,12.882,12.507,13.6293,14.159,14.1296,5828.0,4.44,0.03,1.02,1.01,,0.42978,3.89,2.85,-2.22,,31.7785901,1.66,8.056,Kepler,2016,Kepler
Kepler-1464 c,Kepler-1464,Gaia DR3 2099619059285601280,Gaia DR2 2099619059285601280,TIC 121123737,,287.2356828,38.7540824,14.358,12.882,12.507,13.6293,14.159,14.1296,5828.0,4.44,0.03,1.02,1.01,,0.42978,3.89,2.85,-2.22,,5.32786292,1.0,4.678,Kepler,2016,Kepler
Kepler-1676 b,Kepler-1676,,,TIC 158422963,,287.2368778,43.5671665,13.485,12.343,11.985,12.991,13.377,,5878.3,4.471,0.135,1.07,1.06066,,0.0835,0.3,1.8,-1.8,,29.9221,3.3769596,2.758,Kepler,2020,Kepler
Kepler-1185 b,Kepler-1185,Gaia DR3 2100408508633587712,Gaia DR2 2100408508633587712,TIC 121121775,,287.2411783,39.3326977,12.63,11.386,10.981,12.0699,12.57,12.5524,5622.0,4.54,-0.04,0.96,0.87,,0.28187,1.55,0.685,-0.366,,104.3518976,1.33,3.586,Kepler,2016,Kepler
Kepler-244 b,Kepler-244,Gaia DR3 2102469921138142208,Gaia DR2 2102469921138142208,TIC 158426969,,287.242641,42.3014185,15.747,14.306,13.73,15.0348,15.604,15.5455,5554.0,4.585,0.07,0.933,0.803,,-0.25619,2.4,2.61,-1.51,,4.311792,2.76,2.735,Kepler,2014,Kepler
Kepler-244 d,Kepler-244,Gaia DR3 2102469921138142208,Gaia DR2 2102469921138142208,TIC 158426969,,287.242641,42.3014185,15.747,14.306,13.73,15.0348,15.604,15.5455,5554.0,4.585,0.07,0.933,0.803,,-0.25619,2.4,2.61,-1.51,,20.050401,2.31,4.504,Kepler,2014,Kepler
Kepler-244 c,Kepler-244,Gaia DR3 2102469921138142208,Gaia DR2 2102469921138142208,TIC 158426969,,287.242641,42.3014185,15.747,14.306,13.73,15.0348,15.604,15.5455,5554.0,4.585,0.07,0.933,0.803,,-0.25619,2.4,2.61,-1.51,,9.767292,2.05,1.373,Kepler,2014,Kepler
Kepler-958 b,Kepler-958,Gaia DR3 2130326460543631360,Gaia DR2 2130326460543631360,TIC 158416263,,287.2566578,46.0667247,13.91,12.495,12.041,13.2205,13.766,13.7299,5421.0,4.53,0.01,0.91,0.86,,-0.28165,4.37,3.2,-2.45,,9.7678805,2.06,1.9474,Kepler,2016,Kepler
KOI-4777.01,KOI-4777,Gaia DR3 2102436351673656704,Gaia DR2 2102436351673656704,TIC 158427808,,287.2621474,42.0322257,16.413,13.221,12.449,14.7079,15.896,15.8525,3515.0,4.77,0.1,0.41,0.4,,-1.64043,4.0,1.0,-2.0,44.0,0.412,0.51,0.73,Kepler,2022,Kepler
Kepler-776 b,Kepler-776,Gaia DR3 2102410719308323584,Gaia DR2 2102410719308323584,TIC 121114760,,287.2726117,41.6356009,15.562,13.874,13.319,14.7883,15.456,15.42,5071.0,4.58,0.05,0.83,0.78,,-0.43656,4.37,6.03,-2.62,,4.89718784,1.28,1.799,Kepler,2016,Kepler
Kepler-867 b,Kepler-867,Gaia DR3 2133767931937168512,Gaia DR2 2133767931937168512,TIC 399915645,,287.2852554,51.2499499,15.098,13.602,13.148,14.3737,14.827,14.8849,5541.0,4.49,-0.02,0.92,0.91,,0.11686,5.89,3.34,-3.37,,150.242127,4.64,10.979,Kepler,2016,Kepler
TOI-1442 b,TOI-1442,Gaia DR3 2265154211335825152,Gaia DR2 2265154211335825152,TIC 235683377,,287.2921006,74.1742762,15.39,10.925,10.089,12.4934,,13.7652,3330.0,4.92,,0.29,0.31,,-1.97722,,,,,0.4090677,1.17,0.6165726,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
Kepler-1808 b,Kepler-1808,Gaia DR3 2100414933904708608,Gaia DR2 2100414933904708608,TIC 121215333,,287.2924737,39.3832039,15.424,13.953,13.49,14.6796,15.23,15.2356,5530.0,4.425,-0.34,0.773,0.892,,-0.06242,12.1,3.5,-3.5,,23.3404007,3.02511302,2.1355,Kepler,2021,Kepler
Kepler-605 c,Kepler-605,Gaia DR3 2105618029085927680,Gaia DR2 2105618029085927680,TIC 158423850,,287.2954015,43.2798677,14.376,12.869,12.422,13.6145,14.14,14.1363,5462.0,4.52,0.02,0.91,0.88,,-0.24849,4.47,6.42,-2.74,,2.358951515,0.86,1.633,Kepler,2016,Kepler
Kepler-605 b,Kepler-605,Gaia DR3 2105618029085927680,Gaia DR2 2105618029085927680,TIC 158423850,,287.2954015,43.2798677,14.376,12.869,12.422,13.6145,14.14,14.1363,5462.0,4.52,0.02,0.91,0.88,,-0.24849,4.47,6.42,-2.74,,3.383538066,1.44,1.4365,Kepler,2016,Kepler
Kepler-1168 b,Kepler-1168,Gaia DR3 2131048324286015104,Gaia DR2 2131048324286015104,TIC 158412890,,287.2977834,47.455488,15.755,14.146,13.686,15.0158,15.624,15.6088,5157.0,4.56,0.13,0.87,0.82,,-0.5302,4.27,5.87,-2.53,,55.8226539,2.5,5.493,Kepler,2016,Kepler
Kepler-1143 b,Kepler-1143,Gaia DR3 2100405381897402496,Gaia DR2 2100405381897402496,TIC 121215172,,287.302772,39.2896399,15.493,13.679,13.075,14.5709,15.195,15.1938,5053.0,4.58,-0.06,0.81,0.77,,-0.62275,4.79,5.71,-2.88,,2.888904849,1.67,1.5538,Kepler,2016,Kepler
Kepler-1143 c,Kepler-1143,Gaia DR3 2100405381897402496,Gaia DR2 2100405381897402496,TIC 121215172,,287.302772,39.2896399,15.493,13.679,13.075,14.5709,15.195,15.1938,5053.0,4.58,-0.06,0.81,0.77,,-0.62275,4.79,5.71,-2.88,,210.630591,3.6,8.675,Kepler,2016,Kepler
Kepler-796 b,Kepler-796,Gaia DR3 2099651529238509696,Gaia DR2 2099651529238509696,TIC 121214909,,287.3078999,39.1447097,13.175,11.606,11.074,12.4083,12.988,12.9866,5475.0,4.33,0.09,0.93,1.09,,0.57234,11.75,2.2,-5.6,,6.40087618,1.3,2.5038,Kepler,2016,Kepler
Kepler-97 b,Kepler-97,Gaia DR3 2131216137248338304,Gaia DR2 2131216137248338304,TIC 399951991,,287.3265292,48.6733443,12.994,11.744,11.345,12.3726,12.872,12.813,5779.0,4.43,-0.2,0.94,0.98,,-0.02505,8.42,,,,2.58664,1.48,2.253,Kepler,2014,Kepler
Kepler-651 b,Kepler-651,Gaia DR3 2130322955850385280,Gaia DR2 2130322955850385280,TIC 158415898,,287.3327284,46.2034366,14.233,12.719,12.27,13.4636,13.94,13.9621,5522.0,4.53,-0.04,0.92,0.87,,-0.25322,3.55,2.9,-1.87,,21.38521506,2.37,4.0311,Kepler,2016,Kepler
Kepler-1713 b,Kepler-1713,Gaia DR3 2105620159389754624,Gaia DR2 2105620159389754624,TIC 158432813,,287.3456737,43.3783894,11.065,9.969,9.754,10.5143,10.927,10.8652,6477.0,4.224,0.1,1.3,1.459,,0.48598,3.72,0.55,-0.48,,18.01160049,1.71673535,6.7367,Kepler,2021,Kepler
Kepler-1049 b,Kepler-1049,Gaia DR3 2131059628640021120,Gaia DR2 2131059628640021120,TIC 158489095,,287.3469567,47.7729078,14.695,11.971,11.18,13.2115,14.22,14.1559,3864.0,4.77,-0.33,0.51,0.49,,-1.13956,3.8,5.36,-2.2,,3.273460736,0.95,1.7732,Kepler,2016,Kepler
Kepler-1778 b,Kepler-1778,Gaia DR3 2106006156689931648,Gaia DR2 2106006156689931648,TIC 158433884,,287.3612976,43.7388,15.273,14.007,13.731,14.607,15.079,15.0421,6310.0,4.417,-0.06,1.143,1.095,,0.0978,0.3,1.1,-1.1,,10.08740044,3.01665969,2.9884,Kepler,2021,Kepler
Kepler-21 b,Kepler-21,Gaia DR3 2099606483621385216,Gaia DR2 2099606483621385216,TIC 121214185,HD 179070,287.3619673,38.7141384,8.25,7.229,6.945,7.76486,8.224,8.12832,6305.0,4.026,-0.03,1.408,1.902,F6 IV,0.715,2.84,0.35,-0.35,13.42,2.7858212,1.639,3.4834,Kepler,2012,Kepler
Kepler-467 b,Kepler-467,Gaia DR3 2099605968225288960,Gaia DR2 2099605968225288960,TIC 121214078,,287.3629145,38.6497341,12.428,11.274,10.897,11.9138,12.377,12.359,5809.0,4.18,0.06,1.05,1.37,,0.32254,8.13,1.1,-1.0,,24.99324193,2.25,5.9083,Kepler,2016,Kepler
Kepler-1433 b,Kepler-1433,,,TIC 399951196,,287.3634559,49.4568649,15.051,13.772,13.492,14.484,14.826,,6097.0,4.34,0.07,1.14,1.19,,0.247,3.02,1.2,-1.36,,4.13592271,1.56,2.789,Kepler,2016,Kepler
Kepler-1948 b,Kepler-1948,Gaia DR3 2131059972237410560,Gaia DR2 2131059972237410560,TIC 158489110,,287.3640804,47.7853043,14.569,11.706,10.871,13.0256,13.977,13.9243,3872.0,4.714,0.12,0.585,0.557,,-0.8617,,,,,15.57129955,1.03283226,2.155,Kepler,2021,Kepler
Kepler-140 b,Kepler-140,Gaia DR3 2130443730330509312,Gaia DR2 2130443730330509312,TIC 158487888,,287.3694056,46.7681473,13.018,11.989,11.709,12.5558,12.996,12.9412,6077.0,4.272,-0.039,1.044,1.288,,0.25061,0.88,0.74,-0.74,,3.25427,1.61,2.978,Kepler,2014,Kepler
Kepler-140 c,Kepler-140,Gaia DR3 2130443730330509312,Gaia DR2 2130443730330509312,TIC 158487888,,287.3694056,46.7681473,13.018,11.989,11.709,12.5558,12.996,12.9412,6077.0,4.272,-0.039,1.044,1.288,,0.25061,0.88,0.74,-0.74,,91.353282,1.8,7.919,Kepler,2014,Kepler
Kepler-1581 b,Kepler-1581,Gaia DR3 2100418850915010432,Gaia DR2 2100418850915010432,TIC 121215710,,287.3713199,39.6036225,12.442,11.331,11.025,11.9361,12.4,12.3525,6022.0,4.31,0.07,1.12,1.23,,0.39085,4.17,1.16,-1.8,,6.28385491,0.8,4.124,Kepler,2016,Kepler
KIC 10525077 b,KIC 10525077,Gaia DR3 2131059594280288128,Gaia DR2 2131059594280288128,TIC 158489091,,287.3781164,47.7711541,15.592,14.143,13.754,14.8256,15.355,15.3043,6091.0,4.42,-0.04,1.01,1.01,,0.12899,,,,,854.083,5.5,,Kepler,2015,Kepler
Kepler-1103 b,Kepler-1103,Gaia DR3 2132808608042844160,Gaia DR2 2132808608042844160,TIC 399951202,,287.3821348,49.4524247,14.294,13.094,12.731,13.6673,14.09,14.0732,6092.0,4.36,-0.01,1.11,1.15,,0.52181,3.31,1.45,-1.62,,19.79191978,2.27,3.172,Kepler,2016,Kepler
Kepler-279 b,Kepler-279,Gaia DR3 2102456726998624640,Gaia DR2 2102456726998624640,TIC 158428960,,287.391295,42.194822,13.647,12.724,12.509,13.2412,13.659,13.5847,6363.0,4.051,-0.1141,1.2,1.746,,0.5188,0.22,0.43,-0.43,,12.309681,3.62,5.868,Kepler,2014,Kepler
Kepler-279 d,Kepler-279,Gaia DR3 2102456726998624640,Gaia DR2 2102456726998624640,TIC 158428960,,287.391295,42.194822,13.647,12.724,12.509,13.2412,13.659,13.5847,6689.45,4.42,-0.1141,1.1,1.07,,0.5188,0.22,0.43,-0.43,,54.414,3.1,8.559,Kepler,2013,Kepler
Kepler-279 e,Kepler-279,Gaia DR3 2102456726998624640,Gaia DR2 2102456726998624640,TIC 158428960,,287.391295,42.194822,13.647,12.724,12.509,13.2412,13.659,13.5847,6689.45,4.12,-0.1141,1.164,1.43,,0.5188,0.22,0.43,-0.43,,98.3531,4.13,24.708,Kepler,2025,Kepler
Kepler-279 c,Kepler-279,Gaia DR3 2102456726998624640,Gaia DR2 2102456726998624640,TIC 158428960,,287.391295,42.194822,13.647,12.724,12.509,13.2412,13.659,13.5847,6689.45,4.42,-0.1141,1.1,1.07,,0.5188,0.22,0.43,-0.43,,35.736,4.3,8.995,Kepler,2013,Kepler
Kepler-294 c,Kepler-294,Gaia DR3 2130315224909221120,Gaia DR2 2130315224909221120,TIC 158487005,,287.3920392,46.0592578,15.948,14.568,14.172,15.3175,15.843,15.8186,5913.0,4.491,0.11,0.947,0.976,,-0.14755,3.98,3.1,-2.36,,6.6264,2.71,3.175,Kepler,2014,Kepler
Kepler-294 b,Kepler-294,Gaia DR3 2130315224909221120,Gaia DR2 2130315224909221120,TIC 158487005,,287.3920392,46.0592578,15.948,14.568,14.172,15.3175,15.843,15.8186,5913.0,4.491,0.11,0.947,0.976,,-0.14755,3.98,3.1,-2.36,,3.701212,1.77,2.476,Kepler,2014,Kepler
Kepler-1528 b,Kepler-1528,Gaia DR3 2130434384481265408,Gaia DR2 2130434384481265408,TIC 158487658,,287.4029864,46.5740084,14.576,13.397,13.032,14.0265,14.496,14.4764,5857.0,4.43,0.03,1.03,1.03,,-0.06429,3.89,2.6,-2.16,,1.791110205,1.46,2.098,Kepler,2016,Kepler
Kepler-1216 b,Kepler-1216,Gaia DR3 2130309796070517888,Gaia DR2 2130309796070517888,TIC 158486842,,287.4052661,45.917979,15.262,13.97,13.613,14.6382,15.133,15.107,5743.0,4.46,0.03,0.99,0.98,,0.0729,4.07,3.64,-2.38,,4.37034536,1.39,2.819,Kepler,2016,Kepler
Kepler-1982 b,Kepler-1982,Gaia DR3 2100524610190045312,Gaia DR2 2100524610190045312,TIC 121215807,,287.4099905,39.6586267,12.696,11.727,11.473,12.2536,12.692,12.6166,6202.0,4.422,0.21,1.213,1.122,,0.37137,2.63,0.92,-0.81,,3.82315697,0.77,2.388,Kepler,2023,Kepler
K2-382 b,K2-382,Gaia DR3 4083952670840373504,Gaia DR2 4083952670840373504,TIC 187960878,,287.4125267,-19.6269336,12.977,11.481,11.046,12.2416,12.745,12.7667,5452.0,4.585,-0.027,0.922,0.811,,-0.27952,,,,,21.700156,2.072,4.104,K2,2022,K2
Kepler-174 b,Kepler-174,Gaia DR3 2106008493152187392,Gaia DR2 2106008493152187392,TIC 158434144,,287.4389454,43.8320052,14.53,12.791,12.184,13.6906,14.287,14.2858,4880.0,4.679,-0.56,0.602,0.622,,-0.5704,4.9,5.26,-3.14,,13.98179,1.96,2.938,Kepler,2014,Kepler
Kepler-174 c,Kepler-174,Gaia DR3 2106008493152187392,Gaia DR2 2106008493152187392,TIC 158434144,,287.4389454,43.8320052,14.53,12.791,12.184,13.6906,14.287,14.2858,4880.0,4.679,-0.56,0.602,0.622,,-0.5704,4.9,5.26,-3.14,,44.000529,1.49,5.177,Kepler,2014,Kepler
Kepler-174 d,Kepler-174,Gaia DR3 2106008493152187392,Gaia DR2 2106008493152187392,TIC 158434144,,287.4389454,43.8320052,14.53,12.791,12.184,13.6906,14.287,14.2858,4880.0,4.679,-0.56,0.602,0.622,,-0.5704,4.9,5.26,-3.14,,247.35373,2.19,8.773,Kepler,2014,Kepler
Kepler-771 b,Kepler-771,Gaia DR3 2099527421862552832,Gaia DR2 2099527421862552832,TIC 121276933,,287.4441104,38.0884183,14.958,13.585,13.202,14.26,14.794,14.7461,5906.0,4.42,0.01,1.03,1.05,,0.3549,3.72,2.46,-1.99,,8.73485836,1.82,4.444,Kepler,2016,Kepler
Kepler-836 b,Kepler-836,Gaia DR3 2130282789316404736,Gaia DR2 2130282789316404736,TIC 158486560,,287.4527659,45.7043964,14.672,13.539,13.15,14.1524,14.63,14.5873,5895.0,4.41,-0.01,1.03,1.04,,0.04883,4.27,2.3,-2.4,,11.36112327,2.73,4.2053,Kepler,2016,Kepler
Kepler-1401 b,Kepler-1401,Gaia DR3 2100643632324807296,Gaia DR2 2100643632324807296,TIC 121272493,,287.4660334,40.75842,15.224,13.871,13.539,14.5208,14.982,14.9721,5964.0,4.39,0.04,1.07,1.1,,0.14,3.55,2.09,-1.83,,11.20066445,1.68,3.786,Kepler,2016,Kepler
Kepler-1548 b,Kepler-1548,Gaia DR3 2130318420364920192,Gaia DR2 2130318420364920192,TIC 158487028,,287.4711817,46.0805706,15.324,14.057,13.7,14.7676,15.259,15.2455,5706.0,4.46,0.05,0.99,0.97,,-0.30667,4.37,3.8,-2.66,,124.828679,2.64,6.334,Kepler,2016,Kepler
Kepler-778 b,Kepler-778,Gaia DR3 2106046632461881856,Gaia DR2 2106046632461881856,TIC 158484518,,287.4774867,44.2374702,15.959,14.351,13.788,15.1812,15.764,15.7514,5102.0,4.58,-0.09,0.81,0.77,,-0.41318,5.25,5.79,-3.24,,3.75574426,1.68,2.2971,Kepler,2016,Kepler
Kepler-1085 c,Kepler-1085,Gaia DR3 2130321925058256384,Gaia DR2 2130321925058256384,TIC 158487108,,287.4776359,46.1411685,15.273,14.2,13.891,14.8004,15.273,15.2469,5816.0,4.39378,0.22,1.05,1.0783,,0.07867,1.07,1.22,-0.68,,56.7771,3.26817741,6.538,Kepler,2020,Kepler
Kepler-1085 b,Kepler-1085,Gaia DR3 2130321925058256384,Gaia DR2 2130321925058256384,TIC 158487108,,287.4776359,46.1411685,15.273,14.2,13.891,14.8004,15.273,15.2469,6000.0,4.37,0.08,1.11,1.14,,0.07867,3.39,1.5,-1.69,,219.3217528,7.22,12.358,Kepler,2016,Kepler
Kepler-454 b,Kepler-454,Gaia DR3 2099541715513813504,Gaia DR2 2099541715513813504,TIC 121276638,,287.4786474,38.2290751,11.567,10.357,9.968,10.9751,11.457,11.4395,5687.0,4.4,0.32,1.03,1.066,,0.05259,5.25,1.41,-1.39,,10.5737534,2.37,1.7259,Kepler,2015,Kepler
